system   D            wsystem.c:583  maybe_parent_dir                 [   0.00056] Also searching C:\Users\Max Giller\Documents\Visual Studio 2013\Projects\GameLogicTest\
display  D   display_settings.c:191  debug_display_settings           [   0.09976] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.09978] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.09979] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.09981] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.09982] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.09984] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.09985] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.09987] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.09988] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.09990] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.09991] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.09993] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.09994] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.09996] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.09997] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.09999] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10000] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10002] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10003] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10005] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10006] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10008] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10009] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10011] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10013] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10014] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10016] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10017] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10019] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10020] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10022] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10024] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10025] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10027] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10028] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10030] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10031] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10033] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10034] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10036] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10037] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10039] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10040] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10042] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10043] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10045] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10046] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10048] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.10050] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10051] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.10055] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10058] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.10059] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10061] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.10063] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10064] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.10066] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10068] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.10070] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10072] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.10073] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10075] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10077] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10078] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10080] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10081] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.10083] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10085] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.10087] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10089] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.10091] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10094] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.10096] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10098] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.10100] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10102] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.10104] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10107] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.10109] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10111] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10113] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10116] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10118] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10120] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.10123] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10125] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.10128] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10132] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.10133] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10135] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.10136] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10138] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.10140] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10141] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.10143] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10144] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.10146] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10147] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10149] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10151] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10152] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10154] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.10155] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10157] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.10158] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10160] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.10161] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10163] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.10164] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10166] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.10167] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10169] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.10170] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10172] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.10173] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10175] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10176] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10178] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10179] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10181] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.10182] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10184] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.10185] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10187] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.10189] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10190] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.10192] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10193] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.10195] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10196] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.10198] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10199] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.10201] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10203] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10204] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10206] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10207] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10209] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.10210] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10212] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.10213] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10215] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.10216] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10218] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.10219] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10221] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.10222] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10224] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.10225] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10227] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.10228] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10230] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10231] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10233] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10234] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10236] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.10238] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10239] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.10241] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10242] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.10244] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10245] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.10247] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10248] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.10252] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10255] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.10257] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10260] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.10262] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10264] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10266] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.10269] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.10271] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10273] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.10275] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10277] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.10279] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10281] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.10283] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10286] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.10287] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10289] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.10291] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10293] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.10296] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.10298] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.10299] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10302] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10304] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10307] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10309] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10312] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10314] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10316] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10319] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10322] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10324] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10326] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10328] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10329] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10331] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10333] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10335] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10337] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10339] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10342] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10344] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10347] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10349] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10352] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10354] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10357] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10359] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10362] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10365] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10368] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10370] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10373] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10376] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10379] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10381] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10384] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10387] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10389] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10392] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10395] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10397] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10400] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10402] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10405] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10408] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10411] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10413] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10416] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10418] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10421] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10422] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10424] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10426] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10429] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10431] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10434] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10436] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10439] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10441] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10443] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10445] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10453] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10455] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10457] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10458] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10460] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10461] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10463] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10464] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10466] Single Buffer requirement not met.
